medication_id,medication_name,drug_class,dose_band,dominant_effect,pharmacological_target,receptor_or_mechanism,anxiety_score,sleep_score,mood_score,energy_score,cognition_score,sedation_risk,weight_gain_risk,extrapyramidal_risk,explanation_for_motor,current_source_status,source_required,source_reference,integration_status,drug_class_source,dose_band_source,dominant_effect_source,pharmacological_target_source,receptor_or_mechanism_source,anxiety_score_source,sleep_score_source,mood_score_source,energy_score_source,cognition_score_source,sedation_risk_source,weight_gain_risk_source,extrapyramidal_risk_source,source_legend
haloperidol,Haloperidol,Antipsicotico tipico,"0,5–2 mg/dia: baixa exposição; ainda há bloqueio D2, com uso dependente do quadro.
2–10 mg/dia: faixa antipsicótica comum.
Acima de 10 mg/dia: maior ocupação D2 e maior risco extrapiramidal, frequentemente sem benefício proporcional. (DM/ST-E/GG/Maudsley)",MESMO_MECANISMO_MAIOR_OCUPACAO_D2. (DM/ST-E/GG/Maudsley),"psicose, agitacao, sedacao (TM/T3)",MESMO_MECANISMO_MAIOR_OCUPACAO_D2. (DM/ST-E/GG/Maudsley),1,2,2,0,PENDENTE_PESQUISAR,cautela registrada: sedacao,nao cadastrado,cautela registrada: eps,"Dose - efeito cadastrado a partir da tabela enviada: 0,5–2 mg/dia: baixa exposição; ainda há bloqueio D2, com uso dependente do quadro.
2–10 mg/dia: faixa antipsicótica comum.
Acima de 10 mg/dia: maior ocupação D2 e maior risco extrapiramidal, frequentemente sem benefício proporcional.",official_label_located_pending_formal_review,"Dose e segurança: FDA/DAILYMED, Haldol — haloperidol; Anvisa. Mecanismo e ocupação D2: STAHL-MEC; GG. Uso clínico: MAUDSLEY. Fonte: FDA/Haldol Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.","FDA/Haldol Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e2eed126-cb82-42b1-9b48-9cbeb6873b50",backlog_only,TM(Tabela 3),"FDA/Haldol Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.","FDA/Haldol Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.",TM(Tabela 3),"FDA/Haldol Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.",TM(Tabela 3),TM(Tabela 3),TM(Tabela 3),TM(Tabela 3),PENDENTE_PESQUISAR,TM(Tabela 3),TM(Tabela 3),TM(Tabela 3),TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
imipramina,Imipramina,Triciclico,"25–50 mg/dia: titulação, sedação e efeitos anticolinérgicos.
75–150 mg/dia: faixa antidepressiva comum.
150–300 mg/dia: maior exposição, normalmente reservada a contextos especializados. (DM/ST-E/GG/Maudsley)",MESMO_MECANISMO_MAIOR_EXPOSICAO. (DM/ST-E/GG/Maudsley),"humor, dor, sono (TM/T1/T2)",MESMO_MECANISMO_MAIOR_EXPOSICAO. (DM/ST-E/GG/Maudsley),2,3,1,2,PENDENTE_PESQUISAR,cautela registrada: sedacao,nao cadastrado,nao cadastrado,"Dose - efeito cadastrado a partir da tabela enviada: 25–50 mg/dia: titulação, sedação e efeitos anticolinérgicos.
75–150 mg/dia: faixa antidepressiva comum.
150–300 mg/dia: maior exposição, normalmente reservada a contextos especializados.",official_label_located_pending_formal_review,"Dose: FDA/DAILYMED, Tofranil — imipramine; Anvisa. Mecanismo: STAHL-MEC; GG. Monitorização: MAUDSLEY. Fonte: FDA/Tofranil Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.","FDA/Tofranil Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=51d3b181-0d15-4782-a966-feb137972b18",backlog_only,TM(Tabela 1|Tabela 2),"FDA/Tofranil Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.","FDA/Tofranil Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.",TM(Tabela 1|Tabela 2),"FDA/Tofranil Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.",TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),PENDENTE_PESQUISAR,TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
lamotrigina,Lamotrigina,Estabilizador de humor,"25 mg/dia: etapa inicial comum, não dose terapêutica final.
50–100 mg/dia: titulação intermediária.
200 mg/dia: alvo comum sem interações relevantes.
O alvo é menor com valproato e pode ser maior com indutores enzimáticos. (DM/ST-E/GG/Maudsley/CANMAT/ISBD)","Estabilizador com maior papel na depressão bipolar e na prevenção
de recorrências depressivas; não é tratamento de mania aguda. (DM/ST-E/GG/Maudsley/CANMAT/ISBD)","depressao bipolar, estabilidade (TM/T7/T8)","Bloqueio de canais de sódio dependentes de voltagem;
redução da liberação de glutamato. (DM/ST-E/GG/Maudsley/CANMAT/ISBD)",2,1,4,3,3,1,0,0,"Geralmente neutra em peso, pouco sedativa e relativamente favorável
quanto à cognição. Titulação lenta é obrigatória por risco de erupção grave.",official_label_located_pending_formal_review,"FDA_LAMICTAL; CANMAT_ISBD; MAUDSLEY;
STAHL_ESSENTIAL; GOODMAN_GILMAN","FDA_LAMICTAL; CANMAT_ISBD; MAUDSLEY;
STAHL_ESSENTIAL; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=55f41c7e-03a6-b84c-e063-6294a90a7d82",backlog_only,TM(Tabela 7|Tabela 8),"FDA_LAMICTAL; CANMAT_ISBD; MAUDSLEY;
STAHL_ESSENTIAL; GOODMAN_GILMAN","FDA_LAMICTAL; CANMAT_ISBD; MAUDSLEY;
STAHL_ESSENTIAL; GOODMAN_GILMAN",TM(Tabela 7|Tabela 8),"FDA_LAMICTAL; CANMAT_ISBD; MAUDSLEY;
STAHL_ESSENTIAL; GOODMAN_GILMAN",TM(Tabela 7|Tabela 8),TM(Tabela 7|Tabela 8),TM(Tabela 7|Tabela 8),TM(Tabela 7|Tabela 8),"FDA_LAMICTAL; CANMAT_ISBD; MAUDSLEY;
STAHL_ESSENTIAL; GOODMAN_GILMAN","FDA_LAMICTAL; CANMAT_ISBD; MAUDSLEY;
STAHL_ESSENTIAL; GOODMAN_GILMAN","FDA_LAMICTAL; CANMAT_ISBD; MAUDSLEY;
STAHL_ESSENTIAL; GOODMAN_GILMAN","FDA_LAMICTAL; CANMAT_ISBD; MAUDSLEY;
STAHL_ESSENTIAL; GOODMAN_GILMAN",TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
levomepromazina,Levomepromazina,Antipsicotico tipico,"5–25 mg/dia: sedação intensa, antagonismo H1, α1 e muscarínico.
25–100 mg/dia: maior efeito sedativo/ansiolítico e alguma ação antipsicótica.
100–300 mg/dia ou mais: maior efeito antipsicótico, com grande carga hipotensora e anticolinérgica.

As doses variam bastante conforme país e indicação; deve ser validada pela bula usada no Brasil. (ANVISA/ST-E/Maudsley)",MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (ANVISA/ST-E/Maudsley),"psicose, agitacao, sedacao (TM/T3)",MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (ANVISA/ST-E/Maudsley),1,2,2,0,PENDENTE_PESQUISAR,cautela registrada: sedacao,nao cadastrado,cautela registrada: eps,"Dose - efeito cadastrado a partir da tabela enviada: 5–25 mg/dia: sedação intensa, antagonismo H1, α1 e muscarínico.
25–100 mg/dia: maior efeito sedativo/ansiolítico e alguma ação antipsicótica.
100–300 mg/dia ou mais: maior efeito antipsicótico, com grande carga hipotensora e anticolinérgica.

As doses variam bastante conforme país e indicação; deve ser validada pela bula usada no Brasil.",source_reference_mapped_pending_formal_review,"Dose: bula profissional da Anvisa; UK/European SmPC quando disponível. Mecanismo: STAHL-MEC; GG. Monitorização: MAUDSLEY. Fonte: bula profissional Anvisa, Levomepromazina; European/UK SmPC; Stahl, 5ª ed.; Maudsley. As faixas devem ser validadas especificamente contra a bula brasileira adotada pelo PsychRx.","bula profissional Anvisa, Levomepromazina; European/UK SmPC; Stahl, 5ª ed.; Maudsley.; DM:PENDENTE_PESQUISAR",backlog_only,TM(Tabela 3),"bula profissional Anvisa, Levomepromazina; European/UK SmPC; Stahl, 5ª ed.; Maudsley.","bula profissional Anvisa, Levomepromazina; European/UK SmPC; Stahl, 5ª ed.; Maudsley.",TM(Tabela 3),"bula profissional Anvisa, Levomepromazina; European/UK SmPC; Stahl, 5ª ed.; Maudsley.",TM(Tabela 3),TM(Tabela 3),TM(Tabela 3),TM(Tabela 3),PENDENTE_PESQUISAR,TM(Tabela 3),TM(Tabela 3),TM(Tabela 3),TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
litio,Litio,Estabilizador de humor,"Não classificar prioritariamente por mg.
Manutenção: litemia frequentemente em torno de 0,6–1,0 mEq/L.
Mania aguda: frequentemente 0,8–1,2 mEq/L.
Alvos dependem de idade, fase, tolerabilidade e diretriz. (DM/ST-E/GG/Maudsley/CANMAT/ISBD)","Estabilizador do humor com eficácia antimaníaca, de manutenção e
prevenção de recorrências. A interpretação depende da litemia. (DM/ST-E/GG/Maudsley/CANMAT/ISBD)","mania, suicidio, estabilidade (TM/T7/T8)","Mecanismo intracelular complexo, incluindo modulação de segundos
mensageiros, inositol e GSK-3. (DM/ST-E/GG/Maudsley/CANMAT/ISBD)",1,1,5,1,1,1,2,0,"Pode causar lentificação cognitiva subjetiva, tremor e ganho de peso.
Não apresenta risco extrapiramidal típico.",official_label_located_pending_formal_review,"FDA_LITHIUM; CANMAT_ISBD; MAUDSLEY;
STAHL_ESSENTIAL; GOODMAN_GILMAN","FDA_LITHIUM; CANMAT_ISBD; MAUDSLEY;
STAHL_ESSENTIAL; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=049902a9-3af1-4863-994e-15f36e7a9793",backlog_only,TM(Tabela 7|Tabela 8),"FDA_LITHIUM; CANMAT_ISBD; MAUDSLEY;
STAHL_ESSENTIAL; GOODMAN_GILMAN","FDA_LITHIUM; CANMAT_ISBD; MAUDSLEY;
STAHL_ESSENTIAL; GOODMAN_GILMAN",TM(Tabela 7|Tabela 8),"FDA_LITHIUM; CANMAT_ISBD; MAUDSLEY;
STAHL_ESSENTIAL; GOODMAN_GILMAN",TM(Tabela 7|Tabela 8),TM(Tabela 7|Tabela 8),TM(Tabela 7|Tabela 8),TM(Tabela 7|Tabela 8),"FDA_LITHIUM; CANMAT_ISBD; MAUDSLEY;
STAHL_ESSENTIAL; GOODMAN_GILMAN","FDA_LITHIUM; CANMAT_ISBD; MAUDSLEY;
STAHL_ESSENTIAL; GOODMAN_GILMAN","FDA_LITHIUM; CANMAT_ISBD; MAUDSLEY;
STAHL_ESSENTIAL; GOODMAN_GILMAN","FDA_LITHIUM; CANMAT_ISBD; MAUDSLEY;
STAHL_ESSENTIAL; GOODMAN_GILMAN",TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
lurasidona,Lurasidona,Antipsicotico atipico,"20–120 mg/dia: depressão bipolar, conforme bula e população.
40–160 mg/dia: esquizofrenia em adultos.
Deve ser administrada com alimento para absorção adequada. (DM/ST-PG/ST-E/GG/Maudsley)","Antipsicótico com baixa carga metabólica e sedativa relativa,
mas com risco de acatisia e parkinsonismo. (DM/ST-PG/ST-E/GG/Maudsley)","bipolar, psicose, humor, ansiedade (TM/T5/T8)","Antagonismo D2, 5-HT2A e 5-HT7;
agonismo parcial 5-HT1A. (DM/ST-PG/ST-E/GG/Maudsley)",2,1,3,2,2,1,1,2,"Baixo ganho de peso relativo. Acatisia, parkinsonismo e sonolência
podem ser dose-dependentes.",official_label_located_pending_formal_review,"FDA_LATUDA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY","FDA_LATUDA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b3e9cc86-0c5c-444f-ab57-f4d1a6865035",backlog_only,TM(Tabela 5|Tabela 8),"FDA_LATUDA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY","FDA_LATUDA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY",TM(Tabela 5|Tabela 8),"FDA_LATUDA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY",TM(Tabela 5|Tabela 8),TM(Tabela 5|Tabela 8),TM(Tabela 5|Tabela 8),TM(Tabela 5|Tabela 8),"FDA_LATUDA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY","FDA_LATUDA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY","FDA_LATUDA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY","FDA_LATUDA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY",TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
maprotilina,Maprotilina,Triciclico,"25–75 mg/dia: titulação e sedação.
75–150 mg/dia: faixa antidepressiva usual.
Até 225 mg/dia: situações selecionadas.
Predomina ação noradrenérgica, associada a bloqueio H1.

Exige alerta para risco convulsivo. (ST-E/GG/Maudsley)",SEM_MUDANCA_QUALITATIVA. (ST-E/GG/Maudsley),"humor, dor, sono (TM/T1/T2)",SEM_MUDANCA_QUALITATIVA. (ST-E/GG/Maudsley),2,3,1,2,PENDENTE_PESQUISAR,cautela registrada: sedacao,nao cadastrado,nao cadastrado,"Dose - efeito cadastrado a partir da tabela enviada: 25–75 mg/dia: titulação e sedação.
75–150 mg/dia: faixa antidepressiva usual.
Até 225 mg/dia: situações selecionadas.
Predomina ação noradrenérgica, associada a bloqueio H1.

Exige alerta para risco convulsivo.",source_reference_mapped_pending_formal_review,"Dose: FDA/DAILYMED histórico, Ludiomil — maprotiline, ou SmPC vigente no país; Anvisa se disponível. Mecanismo e risco convulsivo: GG; STAHL-MEC; MAUDSLEY. Fonte: Maprotiline/Ludiomil Product Information; Goodman & Gilman, 14ª ed.; Stahl, 5ª ed.; Maudsley.","Maprotiline/Ludiomil Product Information; Goodman & Gilman, 14ª ed.; Stahl, 5ª ed.; Maudsley.; DM:PENDENTE_PESQUISAR",backlog_only,TM(Tabela 1|Tabela 2),"Maprotiline/Ludiomil Product Information; Goodman & Gilman, 14ª ed.; Stahl, 5ª ed.; Maudsley.","Maprotiline/Ludiomil Product Information; Goodman & Gilman, 14ª ed.; Stahl, 5ª ed.; Maudsley.",TM(Tabela 1|Tabela 2),"Maprotiline/Ludiomil Product Information; Goodman & Gilman, 14ª ed.; Stahl, 5ª ed.; Maudsley.",TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),PENDENTE_PESQUISAR,TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
mianserina,Mianserina,Tetraciclico,"10–30 mg/dia: maior expressão clínica de sedação, sobretudo por antagonismo H1; doses baixas podem ser usadas à noite.
30–60 mg/dia: faixa antidepressiva usual.
Até 90 mg/dia: mesmo mecanismo, com maior exposição e maior risco de efeitos adversos. (ST-E/GG)","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, mas sem faixas receptorais firmemente estabelecidas. (ST-E/GG)","sono, humor (TM/T1/T2)","EFEITO_CLINICO_DEPENDENTE_DA_DOSE, mas sem faixas receptorais firmemente estabelecidas. (ST-E/GG)",2,4,1,1,PENDENTE_PESQUISAR,cautela registrada: sedacao,nao cadastrado,nao cadastrado,"Dose - efeito cadastrado a partir da tabela enviada: 10–30 mg/dia: maior expressão clínica de sedação, sobretudo por antagonismo H1; doses baixas podem ser usadas à noite.
30–60 mg/dia: faixa antidepressiva usual.
Até 90 mg/dia: mesmo mecanismo, com maior exposição e maior risco de efeitos adversos.",source_reference_mapped_pending_formal_review,"Dose: UK/European SmPC; BNF; bula Anvisa quando disponível. Mecanismo: STAHL-MEC; GG. Segurança hematológica: SmPC/BNF. Fonte: Mianserin Summary of Product Characteristics; British National Formulary; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed. Não afirmar faixas receptorais rígidas; a evidência é predominantemente clínica e farmacológica.","Mianserin Summary of Product Characteristics; British National Formulary; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:PENDENTE_PESQUISAR",backlog_only,TM(Tabela 1|Tabela 2),"Mianserin Summary of Product Characteristics; British National Formulary; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.","Mianserin Summary of Product Characteristics; British National Formulary; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.",TM(Tabela 1|Tabela 2),"Mianserin Summary of Product Characteristics; British National Formulary; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.",TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),PENDENTE_PESQUISAR,TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
mirtazapina,Mirtazapina,NaSSA,"7,5–15 mg/dia: sedação e aumento do apetite muito evidentes;
7,5 mg não é dose antidepressiva formal usual.
15–30 mg/dia: faixa antidepressiva.
30–45 mg/dia: maior exposição antidepressiva; sedação permanece variável. (DM/ST-PG/ST-E/GG)","Antidepressivo com forte efeito sedativo e orexígeno, sobretudo
clinicamente evidente no início e em doses mais baixas. (DM/ST-PG/ST-E/GG)","sono, apetite, humor (TM/T1/T2)","Antagonismo alfa-2 pré-sináptico;
antagonismo 5-HT2, 5-HT3 e H1. (DM/ST-PG/ST-E/GG)",3,5,1,1,1,4,4,0,"Forte antagonismo H1, com risco elevado de sonolência, aumento do apetite
e ganho de peso. A regra “dose baixa sempre seda mais” não é absoluta.",official_label_located_pending_formal_review,FDA_REMERON; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN,FDA_REMERON; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2a0689ae-5650-42d1-ac9d-56dd2b467727,backlog_only,TM(Tabela 1|Tabela 2),FDA_REMERON; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN,FDA_REMERON; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN,TM(Tabela 1|Tabela 2),FDA_REMERON; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN,TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),FDA_REMERON; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN,FDA_REMERON; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN,FDA_REMERON; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN,FDA_REMERON; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
naltrexona,Naltrexona,Dependencia quimica,"25 mg/dia: frequentemente etapa inicial para avaliar tolerabilidade.
50 mg/dia: dose oral usual em transtorno por uso de álcool ou opioides, conforme indicação.
100 mg/dia ou esquemas alternativos: utilizados apenas em contextos específicos; não representam outro mecanismo.
O antagonismo de receptores opioides permanece o mesmo. (DM/GG/APA/NICE)",MESMO_MECANISMO_MAIOR_EXPOSICAO. (DM/GG/APA/NICE),"compulsao, substancias (TM/T8)",MESMO_MECANISMO_MAIOR_EXPOSICAO. (DM/GG/APA/NICE),1,0,1,1,PENDENTE_PESQUISAR,nao cadastrado,nao cadastrado,nao cadastrado,"Dose - efeito cadastrado a partir da tabela enviada: 25 mg/dia: frequentemente etapa inicial para avaliar tolerabilidade.
50 mg/dia: dose oral usual em transtorno por uso de álcool ou opioides, conforme indicação.
100 mg/dia ou esquemas alternativos: utilizados apenas em contextos específicos; não representam outro mecanismo.
O antagonismo de receptores opioides permanece o mesmo.",official_label_located_pending_formal_review,"Dose e contraindicações: FDA/DAILYMED, Revia — naltrexone; Anvisa. Transtorno por uso de álcool: APA; NICE. Mecanismo: GG. Fonte: FDA/Revia Prescribing Information; APA Guideline for Alcohol Use Disorder; NICE Alcohol-use Disorders Guideline; Goodman & Gilman, 14ª ed.","FDA/Revia Prescribing Information; APA Guideline for Alcohol Use Disorder; NICE Alcohol-use Disorders Guideline; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=56055980-d23b-ec7d-e063-6394a90a9cc2",backlog_only,TM(Tabela 8),"FDA/Revia Prescribing Information; APA Guideline for Alcohol Use Disorder; NICE Alcohol-use Disorders Guideline; Goodman & Gilman, 14ª ed.","FDA/Revia Prescribing Information; APA Guideline for Alcohol Use Disorder; NICE Alcohol-use Disorders Guideline; Goodman & Gilman, 14ª ed.",TM(Tabela 8),"FDA/Revia Prescribing Information; APA Guideline for Alcohol Use Disorder; NICE Alcohol-use Disorders Guideline; Goodman & Gilman, 14ª ed.",TM(Tabela 8),TM(Tabela 8),TM(Tabela 8),TM(Tabela 8),PENDENTE_PESQUISAR,TM(Tabela 8),TM(Tabela 8),TM(Tabela 8),TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
nortriptilina,Nortriptilina,Triciclico,"10–25 mg/dia: início ou utilização em dor/sono.
50–100 mg/dia: faixa antidepressiva frequente.
Até 150 mg/dia: dose máxima usual em muitas referências.

Para o motor, é mais seguro associar a interpretação à concentração plasmática quando disponível.
Antipsicóticos (DM/ST-E/GG/Maudsley)",MESMO_MECANISMO_MAIOR_EXPOSICAO. (DM/ST-E/GG/Maudsley),"humor, dor, sono (TM/T1/T2)",MESMO_MECANISMO_MAIOR_EXPOSICAO. (DM/ST-E/GG/Maudsley),2,3,1,2,PENDENTE_PESQUISAR,cautela registrada: sedacao,nao cadastrado,nao cadastrado,"Dose - efeito cadastrado a partir da tabela enviada: 10–25 mg/dia: início ou utilização em dor/sono.
50–100 mg/dia: faixa antidepressiva frequente.
Até 150 mg/dia: dose máxima usual em muitas referências.

Para o motor, é mais seguro associar a interpretação à concentração plasmática quando disponível.
Antipsicóticos",official_label_located_pending_formal_review,"Dose: FDA/DAILYMED, Pamelor — nortriptyline; Anvisa. Mecanismo: STAHL-MEC; GG. Concentração plasmática: MAUDSLEY. Fonte: FDA/Pamelor Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.","FDA/Pamelor Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aee2c1a1-d848-4c3b-8c6d-8a4f6ce94c28",backlog_only,TM(Tabela 1|Tabela 2),"FDA/Pamelor Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.","FDA/Pamelor Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.",TM(Tabela 1|Tabela 2),"FDA/Pamelor Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.",TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),PENDENTE_PESQUISAR,TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
