medication_name,condition_or_context,dose_effect_band,condition_range,range_gap,range_resolution_status,official_dosage_candidate,official_indication_match,dominant_effect_gap,dominant_effect_resolution_status,mechanism_gap,mechanism_resolution_status,official_mechanism_candidate,dose_effect_gap,dose_effect_resolution_status,official_source_url,editorial_status,runtime_eligible
Dosulepina,panico,"Até 225 mg/dia: somente em contextos específicos, conforme referência local. (DM/GG/NICE/PENDENTE)",75-150 (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,true,official_dosage_and_pharmacology_normalization_required,,pending_formal_review,false
Dosulepina,fobia social,"Até 225 mg/dia: somente em contextos específicos, conforme referência local. (DM/GG/NICE/PENDENTE)",75-150 (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,true,official_dosage_and_pharmacology_normalization_required,,pending_formal_review,false
Dosulepina,TOC,"Até 225 mg/dia: somente em contextos específicos, conforme referência local. (DM/GG/NICE/PENDENTE)",100-200 (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,true,official_dosage_and_pharmacology_normalization_required,,pending_formal_review,false
Dosulepina,depressao melancolica,"Até 225 mg/dia: somente em contextos específicos, conforme referência local. (DM/GG/NICE/PENDENTE)",100-200 (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,true,official_dosage_and_pharmacology_normalization_required,,pending_formal_review,false
Dosulepina,depressao ansiosa,"Até 225 mg/dia: somente em contextos específicos, conforme referência local. (DM/GG/NICE/PENDENTE)",75-150 (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,true,official_dosage_and_pharmacology_normalization_required,,pending_formal_review,false
Dosulepina,compulsao,"Até 225 mg/dia: somente em contextos específicos, conforme referência local. (DM/GG/NICE/PENDENTE)",75-150 (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,true,official_dosage_and_pharmacology_normalization_required,,pending_formal_review,false
Dosulepina,ideacao suicida,"Até 225 mg/dia: somente em contextos específicos, conforme referência local. (DM/GG/NICE/PENDENTE)",100-200 (TM/T1),false,existing_local_range_preserved,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,true,official_dosage_and_pharmacology_normalization_required,,pending_formal_review,false
Dosulepina,Anorexia nervosa,"Até 225 mg/dia: somente em contextos específicos, conforme referência local. (DM/GG/NICE/PENDENTE)",nao cadastrado,true,guideline_or_off_label_range_review_required,,false,true,expert_pharmacology_synthesis_required,true,alternate_pharmacology_source_required,,true,official_dosage_and_pharmacology_normalization_required,,pending_formal_review,false
Doxepina,TAG,3–6 mg à noite: bloqueio H1 relativamente seletivo → tratamento da insônia; não corresponde a dose antidepressiva. (DM/ST-E/GG),75-150 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,panico,3–6 mg à noite: bloqueio H1 relativamente seletivo → tratamento da insônia; não corresponde a dose antidepressiva. (DM/ST-E/GG),100-200 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,fobia social,3–6 mg à noite: bloqueio H1 relativamente seletivo → tratamento da insônia; não corresponde a dose antidepressiva. (DM/ST-E/GG),75-150 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,TOC,3–6 mg à noite: bloqueio H1 relativamente seletivo → tratamento da insônia; não corresponde a dose antidepressiva. (DM/ST-E/GG),100-200 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,depressao melancolica,3–6 mg à noite: bloqueio H1 relativamente seletivo → tratamento da insônia; não corresponde a dose antidepressiva. (DM/ST-E/GG),100-200 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,depressao ansiosa,3–6 mg à noite: bloqueio H1 relativamente seletivo → tratamento da insônia; não corresponde a dose antidepressiva. (DM/ST-E/GG),100-200 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,depressao com agitacao/agressividade,3–6 mg à noite: bloqueio H1 relativamente seletivo → tratamento da insônia; não corresponde a dose antidepressiva. (DM/ST-E/GG),100-200 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,compulsao,3–6 mg à noite: bloqueio H1 relativamente seletivo → tratamento da insônia; não corresponde a dose antidepressiva. (DM/ST-E/GG),100-200 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,bulimia/anorexia,3–6 mg à noite: bloqueio H1 relativamente seletivo → tratamento da insônia; não corresponde a dose antidepressiva. (DM/ST-E/GG),100-200 B (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,ideacao suicida,3–6 mg à noite: bloqueio H1 relativamente seletivo → tratamento da insônia; não corresponde a dose antidepressiva. (DM/ST-E/GG),100-200 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,Insonia,3–6 mg à noite: bloqueio H1 relativamente seletivo → tratamento da insônia; não corresponde a dose antidepressiva. (DM/ST-E/GG),nao cadastrado,true,guideline_or_off_label_range_review_required,,true,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,Dor neuropatica ou sindromes dolorosas,3–6 mg à noite: bloqueio H1 relativamente seletivo → tratamento da insônia; não corresponde a dose antidepressiva. (DM/ST-E/GG),nao cadastrado,true,guideline_or_off_label_range_review_required,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,TAG,10–25 mg/dia: sedação e efeitos anticolinérgicos mais evidentes; ainda geralmente abaixo da faixa antidepressiva clássica. (DM/ST-E/GG),75-150 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,panico,10–25 mg/dia: sedação e efeitos anticolinérgicos mais evidentes; ainda geralmente abaixo da faixa antidepressiva clássica. (DM/ST-E/GG),100-200 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,fobia social,10–25 mg/dia: sedação e efeitos anticolinérgicos mais evidentes; ainda geralmente abaixo da faixa antidepressiva clássica. (DM/ST-E/GG),75-150 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,TOC,10–25 mg/dia: sedação e efeitos anticolinérgicos mais evidentes; ainda geralmente abaixo da faixa antidepressiva clássica. (DM/ST-E/GG),100-200 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,depressao melancolica,10–25 mg/dia: sedação e efeitos anticolinérgicos mais evidentes; ainda geralmente abaixo da faixa antidepressiva clássica. (DM/ST-E/GG),100-200 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,depressao ansiosa,10–25 mg/dia: sedação e efeitos anticolinérgicos mais evidentes; ainda geralmente abaixo da faixa antidepressiva clássica. (DM/ST-E/GG),100-200 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,depressao com agitacao/agressividade,10–25 mg/dia: sedação e efeitos anticolinérgicos mais evidentes; ainda geralmente abaixo da faixa antidepressiva clássica. (DM/ST-E/GG),100-200 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,compulsao,10–25 mg/dia: sedação e efeitos anticolinérgicos mais evidentes; ainda geralmente abaixo da faixa antidepressiva clássica. (DM/ST-E/GG),100-200 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,bulimia/anorexia,10–25 mg/dia: sedação e efeitos anticolinérgicos mais evidentes; ainda geralmente abaixo da faixa antidepressiva clássica. (DM/ST-E/GG),100-200 B (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,ideacao suicida,10–25 mg/dia: sedação e efeitos anticolinérgicos mais evidentes; ainda geralmente abaixo da faixa antidepressiva clássica. (DM/ST-E/GG),100-200 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,Insonia,10–25 mg/dia: sedação e efeitos anticolinérgicos mais evidentes; ainda geralmente abaixo da faixa antidepressiva clássica. (DM/ST-E/GG),nao cadastrado,true,guideline_or_off_label_range_review_required,,true,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,Dor neuropatica ou sindromes dolorosas,10–25 mg/dia: sedação e efeitos anticolinérgicos mais evidentes; ainda geralmente abaixo da faixa antidepressiva clássica. (DM/ST-E/GG),nao cadastrado,true,guideline_or_off_label_range_review_required,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,TAG,75–150 mg/dia: efeito antidepressivo tricíclico. (DM/ST-E/GG),75-150 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,panico,75–150 mg/dia: efeito antidepressivo tricíclico. (DM/ST-E/GG),100-200 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,fobia social,75–150 mg/dia: efeito antidepressivo tricíclico. (DM/ST-E/GG),75-150 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,TOC,75–150 mg/dia: efeito antidepressivo tricíclico. (DM/ST-E/GG),100-200 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,depressao melancolica,75–150 mg/dia: efeito antidepressivo tricíclico. (DM/ST-E/GG),100-200 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,depressao ansiosa,75–150 mg/dia: efeito antidepressivo tricíclico. (DM/ST-E/GG),100-200 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,depressao com agitacao/agressividade,75–150 mg/dia: efeito antidepressivo tricíclico. (DM/ST-E/GG),100-200 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,compulsao,75–150 mg/dia: efeito antidepressivo tricíclico. (DM/ST-E/GG),100-200 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,bulimia/anorexia,75–150 mg/dia: efeito antidepressivo tricíclico. (DM/ST-E/GG),100-200 B (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,ideacao suicida,75–150 mg/dia: efeito antidepressivo tricíclico. (DM/ST-E/GG),100-200 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,Insonia,75–150 mg/dia: efeito antidepressivo tricíclico. (DM/ST-E/GG),nao cadastrado,true,guideline_or_off_label_range_review_required,,true,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,Dor neuropatica ou sindromes dolorosas,75–150 mg/dia: efeito antidepressivo tricíclico. (DM/ST-E/GG),nao cadastrado,true,guideline_or_off_label_range_review_required,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,TAG,"Até 300 mg/dia: maior exposição, com aumento importante da toxicidade. (DM/ST-E/GG)",75-150 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,panico,"Até 300 mg/dia: maior exposição, com aumento importante da toxicidade. (DM/ST-E/GG)",100-200 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,fobia social,"Até 300 mg/dia: maior exposição, com aumento importante da toxicidade. (DM/ST-E/GG)",75-150 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,TOC,"Até 300 mg/dia: maior exposição, com aumento importante da toxicidade. (DM/ST-E/GG)",100-200 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,depressao melancolica,"Até 300 mg/dia: maior exposição, com aumento importante da toxicidade. (DM/ST-E/GG)",100-200 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,depressao ansiosa,"Até 300 mg/dia: maior exposição, com aumento importante da toxicidade. (DM/ST-E/GG)",100-200 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,depressao com agitacao/agressividade,"Até 300 mg/dia: maior exposição, com aumento importante da toxicidade. (DM/ST-E/GG)",100-200 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,compulsao,"Até 300 mg/dia: maior exposição, com aumento importante da toxicidade. (DM/ST-E/GG)",100-200 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,bulimia/anorexia,"Até 300 mg/dia: maior exposição, com aumento importante da toxicidade. (DM/ST-E/GG)",100-200 B (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,ideacao suicida,"Até 300 mg/dia: maior exposição, com aumento importante da toxicidade. (DM/ST-E/GG)",100-200 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,Insonia,"Até 300 mg/dia: maior exposição, com aumento importante da toxicidade. (DM/ST-E/GG)",nao cadastrado,true,guideline_or_off_label_range_review_required,,true,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Doxepina,Dor neuropatica ou sindromes dolorosas,"Até 300 mg/dia: maior exposição, com aumento importante da toxicidade. (DM/ST-E/GG)",nao cadastrado,true,guideline_or_off_label_range_review_required,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,pending_formal_review,false
Duloxetina,TAG,30 mg/dia: titulação inicial e melhora da tolerabilidade. (DM/ST-PG/ST-E/GG),60-120 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=569582d5-cb6d-735e-e063-6394a90abfb6,pending_formal_review,false
Duloxetina,panico,30 mg/dia: titulação inicial e melhora da tolerabilidade. (DM/ST-PG/ST-E/GG),60-120 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=569582d5-cb6d-735e-e063-6394a90abfb6,pending_formal_review,false
Duloxetina,transtorno de estresse,30 mg/dia: titulação inicial e melhora da tolerabilidade. (DM/ST-PG/ST-E/GG),60-120 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=569582d5-cb6d-735e-e063-6394a90abfb6,pending_formal_review,false
Duloxetina,fobias,30 mg/dia: titulação inicial e melhora da tolerabilidade. (DM/ST-PG/ST-E/GG),60-120 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=569582d5-cb6d-735e-e063-6394a90abfb6,pending_formal_review,false
Duloxetina,fobia social,30 mg/dia: titulação inicial e melhora da tolerabilidade. (DM/ST-PG/ST-E/GG),60-120 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=569582d5-cb6d-735e-e063-6394a90abfb6,pending_formal_review,false
Duloxetina,TOC,30 mg/dia: titulação inicial e melhora da tolerabilidade. (DM/ST-PG/ST-E/GG),60-120 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=569582d5-cb6d-735e-e063-6394a90abfb6,pending_formal_review,false
Duloxetina,depressao melancolica,30 mg/dia: titulação inicial e melhora da tolerabilidade. (DM/ST-PG/ST-E/GG),60-120 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=569582d5-cb6d-735e-e063-6394a90abfb6,pending_formal_review,false
Duloxetina,depressao ansiosa,30 mg/dia: titulação inicial e melhora da tolerabilidade. (DM/ST-PG/ST-E/GG),60-120 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=569582d5-cb6d-735e-e063-6394a90abfb6,pending_formal_review,false
Duloxetina,depressao com agitacao/agressividade,30 mg/dia: titulação inicial e melhora da tolerabilidade. (DM/ST-PG/ST-E/GG),60-120 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=569582d5-cb6d-735e-e063-6394a90abfb6,pending_formal_review,false
Duloxetina,depressao atipica,30 mg/dia: titulação inicial e melhora da tolerabilidade. (DM/ST-PG/ST-E/GG),60 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=569582d5-cb6d-735e-e063-6394a90abfb6,pending_formal_review,false
Duloxetina,dor,30 mg/dia: titulação inicial e melhora da tolerabilidade. (DM/ST-PG/ST-E/GG),60-120 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=569582d5-cb6d-735e-e063-6394a90abfb6,pending_formal_review,false
Duloxetina,vicios,30 mg/dia: titulação inicial e melhora da tolerabilidade. (DM/ST-PG/ST-E/GG),60-120 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=569582d5-cb6d-735e-e063-6394a90abfb6,pending_formal_review,false
Duloxetina,tabagismo,30 mg/dia: titulação inicial e melhora da tolerabilidade. (DM/ST-PG/ST-E/GG),60-120 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=569582d5-cb6d-735e-e063-6394a90abfb6,pending_formal_review,false
Duloxetina,compulsao,30 mg/dia: titulação inicial e melhora da tolerabilidade. (DM/ST-PG/ST-E/GG),60-120 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=569582d5-cb6d-735e-e063-6394a90abfb6,pending_formal_review,false
Duloxetina,bulimia/anorexia,30 mg/dia: titulação inicial e melhora da tolerabilidade. (DM/ST-PG/ST-E/GG),60-120 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=569582d5-cb6d-735e-e063-6394a90abfb6,pending_formal_review,false
Duloxetina,TDPM,30 mg/dia: titulação inicial e melhora da tolerabilidade. (DM/ST-PG/ST-E/GG),60 (TM/T1),false,existing_local_range_preserved,,false,false,existing_value_preserved,false,existing_value_preserved,,false,existing_value_preserved,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=569582d5-cb6d-735e-e063-6394a90abfb6,pending_formal_review,false
