medication_name,source_system,source_status,source_title,source_version,source_date,source_url,source_locator,indications_anchor,indications_summary,dosage_anchor,dosage_excerpt,mechanism_anchor,mechanism_excerpt,warnings_anchor,warnings_excerpt,interactions_anchor,interactions_excerpt,content_sha256,extraction_status,editorial_status,runtime_eligible
Clorpromazina,DailyMed/FDA,official_label_located_pending_formal_review,"CHLORPROMAZINE HYDROCHLORIDE TABLET, FILM COATED [AMNEAL PHARMACEUTICALS NY LLC]",9,"Jun 30, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aa086a21-de85-4b03-af58-49b70acf8cf0,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/aa086a21-de85-4b03-af58-49b70acf8cf0.xml,INDICATIONS AND USAGE,For the management of manifestations of psychotic disorders. For the treatment of schizophrenia. To control nausea and vomiting. For relief of restlessness and apprehension before,DOSAGE AND ADMINISTRATION–ADULTS,"The 100 mg and 200 mg tablets are for use in severe neuropsychiatric conditions. | Daily dosage of 200 mg is not unusual. | Some patients require higher dosages (e.g., 800 mg daily is not uncommon in discharged mental patients).",,,,,,,ee1001dc47e1e92a222b81315990dd4489027f096021cafb556d5394a4e47872,official_claim_anchors_extracted,pending_formal_review,false
Clozapina,DailyMed/FDA,official_label_located_pending_formal_review,CLOZAPINE TABLET [MYLAN PHARMACEUTICALS INC.],35,"May 15, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=883b5d43-0339-7dc1-f775-93791fb9b978,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/883b5d43-0339-7dc1-f775-93791fb9b978.xml,1 INDICATIONS AND USAGE,Treatment-Resistant Schizophrenia | Reduction in the Risk of Recurrent Suicidal Behavior in Schizophrenia or Schizoaffective Disorder,2 DOSAGE AND ADMINISTRATION,"2 DOSAGE AND ADMINISTRATION •Recommended starting oral dosage is 12.5 mg once daily or twice daily. | (2.2) •If well-tolerated, increase the total daily dosage in increments of 25 mg to 50 mg per day to achieve a target dosage of 150 | •Subsequently may increase the dosage in increments up to 100 mg once or twice weekly (2.2).",12.1 Mechanism of Action,"The mechanism of action of clozapine is unknown. However, it has been proposed that the therapeutic efficacy of clozapine in schizophrenia is mediated through antagonism",5 WARNINGS AND PRECAUTIONS,5 WARNINGS AND PRECAUTIONS • Severe neutropenia: See Boxed Warning (5.1) • Gastrointestinal Hypomotility with Severe Complications: Severe gastrointestinal adverse reactions have occurred with the,7 DRUG INTERACTIONS,"7 DRUG INTERACTIONS •Concomitant use of Strong CYP1A2 Inhibitors: Reduce clozapine tablets dose to one-third when coadministered with strong CYP1A2 inhibitors (e.g., fluvoxamine, ciprofloxacin, enoxacin).",f3598d9e20bf0ff1d11ebf77b36d960cffc9e3b1f96726cde1e1d6163a77bba7,official_claim_anchors_extracted,pending_formal_review,false
Desipramina,DailyMed/FDA,official_label_located_pending_formal_review,"DESIPRAMINE HYDROCHLORIDE (DESIPRAMINE) TABLET, FILM COATED [AMNEAL PHARMACEUTICALS NY LLC]",13,"May 11, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a3b4b25d-0ddb-4531-badb-f1ba3168ac07,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/a3b4b25d-0ddb-4531-badb-f1ba3168ac07.xml,INDICATIONS AND USAGE,Desipramine hydrochloride tablets are indicated for the treatment of depression.,DOSAGE AND ADMINISTRATION,"Usual Adult Dose The usual adult dose is 100 mg to 200 mg per day. | In more severely ill patients, dosage may be further increased gradually to 300 mg/day if necessary. | Dosages above 300 mg/day are not recommended.",,,,,,,c01ee7a3933ec631e01e72bdc5f0e078c12c9d2b9014de1da58a85ccc11bfd3a,official_claim_anchors_extracted,pending_formal_review,false
Desvenlafaxina,DailyMed/FDA,official_label_located_pending_formal_review,"PRISTIQ EXTENDED-RELEASE (DESVENLAFAXINE SUCCINATE) TABLET, EXTENDED RELEASE [WYETH PHARMACEUTICALS LLC, A SUBSIDIARY OF PFIZER INC.]",67,"Apr 27, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0f43610c-f290-46ea-d186-4f998ed99fce,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/0f43610c-f290-46ea-d186-4f998ed99fce.xml,1 INDICATIONS AND USAGE,PRISTIQ is indicated for the treatment of adults with major depressive disorder (MDD) [see Clinical Studies (14)].,2 DOSAGE AND ADMINISTRATION,2 DOSAGE AND ADMINISTRATION •Recommended dose: 50 mg once daily with or without food (2.1). | •There was no evidence that doses greater than 50 mg per day confer any additional benefit (2.1). | •The 25 mg per day dose is intended for a gradual reduction in dose when discontinuing treatment or dosing in severe renal and end-stage renal,12.1 Mechanism of Action,"The exact mechanism of the antidepressant action of desvenlafaxine is unknown, but is thought to be related to the potentiation of serotonin and norepinephrine in",5 WARNINGS AND PRECAUTIONS,"5 WARNINGS AND PRECAUTIONS • Serotonin Syndrome: Increased risk when co-administered with other serotonergic agents, but also when taken alone. If it occurs, discontinue PRISTIQ",7 DRUG INTERACTIONS,7 DRUG INTERACTIONS 7.1 Drugs Having Clinically Important Interactions with PRISTIQ Table 8: Clinically Important Drug Interactions with PRISTIQ Monoamine Oxidase Inhibitors (MAOI) Clinical Impact,82127921cef783a46ef31b8b526686937a984de4545ed4962f2857e3432611d2,official_claim_anchors_extracted,pending_formal_review,false
Diazepam,DailyMed/FDA,official_label_located_pending_formal_review,"DIAZEPAM INJECTION DIAZEPAM INJECTION, SOLUTION [HIKMA PHARMACEUTICALS USA INC.]",5,"Jul 10, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f466f8a3-f31c-44f4-b0e8-444464f20f66,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/f466f8a3-f31c-44f4-b0e8-444464f20f66.xml,INDICATIONS AND USAGE,Diazepam is indicated for the management of anxiety disorders or for the short-term relief of the symptoms of anxiety. Anxiety or tension associated with the,DOSAGE AND ADMINISTRATION,"The usual recommended dose in older children and adults ranges from 2 mg to 20 mg intramuscular or intravenous, depending on the indication and its | Lower doses (usually 2 mg to 5 mg) and slow increase in dosage should be used for elderly or debilitated patients and when other sedative | For other indications, the solution should be injected slowly taking at least one minute for each 5 mg (1 mL) given.",,,,,,,cb6f6c5e77775312b64f46c04ffbaadb03a504c670495b807919faf40e0ecf53,official_claim_anchors_extracted,pending_formal_review,false
Dissulfiram,DailyMed/FDA,official_label_located_pending_formal_review,"DISULFIRAM TABLET [GOLDEN STATE MEDICAL SUPPLY, INC.]",11,"Jun 01, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d3832a1a-a140-49c1-a7df-134fa81341e3,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/d3832a1a-a140-49c1-a7df-134fa81341e3.xml,INDICATIONS AND USAGE,Disulfiram is an aid in the management of selected chronic alcohol patients who wantto remain in a state of enforced sobriety so that supportive and,DOSAGE AND ADMINISTRATION,"Initial Dosage Schedule In the first phase of treatment, a maximumof 500 mg daily is given in a single dose for one to two weeks. | Maintenance Regimen The average maintenance dose is 250 mg daily (range, 125 mg to 500 mg), it should not exceed 500 mg daily. | However, where a test reaction is deemed necessary, the suggested procedure is as follows: After the first one to two weeks' therapy with 500 mg",,,,,Drug Interactions,Disulfiram appears to decrease the rate at which certain drugs are metabolized and therefore may increase the blood levels and the possibility of clinical toxicity,553de79acbabb99be8850b283db70521a255aa24e863da5ed07c45d0ca8cb98f,official_claim_anchors_extracted,pending_formal_review,false
Divalproato,DailyMed/FDA,official_label_located_pending_formal_review,"DIVALPROEX SODIUM TABLET, EXTENDED RELEASE [MAJOR PHARMACEUTICALS]",16,"Jul 15, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4ef6c5fd-42b2-4419-9b5a-e6d63571e3a0,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/4ef6c5fd-42b2-4419-9b5a-e6d63571e3a0.xml,1 INDICATIONS AND USAGE,Mania | Epilepsy | Migraine | Important Limitations,2 DOSAGE AND ADMINISTRATION,,12.1 Mechanism of Action,Divalproex sodium dissociates to the valproate ion in the gastrointestinal tract. The mechanisms by which valproate exerts its therapeutic effects have not been established. It,5 WARNINGS AND PRECAUTIONS,"5 WARNINGS AND PRECAUTIONS •Birth defects, decreased IQ, and neurodevelopmental disorders following in utero exposure: Should not be used to treat women with epilepsy or",7 DRUG INTERACTIONS,"7 DRUG INTERACTIONS •Hepatic enzyme-inducing drugs (e.g., phenytoin, carbamazepine, phenobarbital, primidone, rifampin) can increase valproate clearance, while enzyme inhibitors (e.g., felbamate) can decrease valproate clearance.",50c7329aed6443d090a86148d96c4c1bc909b5b4df55b1eea16be66057111a72,official_claim_anchors_extracted,pending_formal_review,false
Donepezila,DailyMed/FDA,official_label_located_pending_formal_review,"ARICEPT (DONEPEZIL HYDROCHLORIDE) TABLET, FILM COATED ARICEPT ODT (DONEPEZIL HYDROCHLORIDE) TABLET, ORALLY DISINTEGRATING [EISAI INC.]",33,"Jun 30, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=98e451e1-e4d7-4439-a675-c5457ba20975,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/98e451e1-e4d7-4439-a675-c5457ba20975.xml,1 INDICATIONS AND USAGE,"ARICEPT is indicated for the treatment of dementia of the Alzheimer’s type. Efficacy has been demonstrated in patients with mild, moderate, and severe Alzheimer’s disease.",2 DOSAGE AND ADMINISTRATION,2 DOSAGE AND ADMINISTRATION Mild to Moderate Alzheimer’s Disease: 5 mg to 10 mg once daily (2.1) Moderate to Severe Alzheimer’s Disease: 10 mg to | The maximum recommended dosage of ARICEPT in patients with mild to moderate Alzheimer’s disease is 10 mg per day. | A dose of 10 mg should not be administered until patients have been on a daily dose of 5 mg for 4 to 6 weeks.,12.1 Mechanism of Action,Current theories on the pathogenesis of the cognitive signs and symptoms of Alzheimer’s disease attribute some of them to a deficiency of cholinergic neurotransmission. Donepezil,5 WARNINGS AND PRECAUTIONS,5 WARNINGS AND PRECAUTIONS Cholinesterase inhibitors are likely to exaggerate succinylcholine-type muscle relaxation during anesthesia (5.1) Cholinesterase inhibitors may have vagotonic effects on the sinoatrial,7 DRUG INTERACTIONS,7 DRUG INTERACTIONS Cholinesterase inhibitors have the potential to interfere with the activity of anticholinergic medications (7.1) A synergistic effect may be expected with concomitant,1eee0273df5fdeaeb1b401ae972d0c68179815e6fe58f97683b10b0ae92e5ed4,official_claim_anchors_extracted,pending_formal_review,false
Dosulepina,DailyMed/FDA,not_found,,,,,,,,,,,,,,,,,alternate_official_source_required,pending_formal_review,false
Doxepina,DailyMed/FDA,official_label_located_pending_formal_review,"DOXEPIN TABLET, FILM COATED [ACTAVIS PHARMA, INC.]",5,"Jul 07, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/c42333f8-1add-4f33-9458-6fe4436874a1.xml,1 INDICATIONS AND USAGE,Doxepin tablets are indicated for the treatment of insomnia characterized by difficulty with sleep maintenance. The clinical trials performed in support of efficacy were up,2 DOSAGE AND ADMINISTRATION,,12.1 Mechanism of Action,"The mechanism of action of doxepin in sleep maintenance is unclear; however, doxepin’s effect could be mediated through antagonism of the H1 receptor.",5 WARNINGS AND PRECAUTIONS,"5 WARNINGS AND PRECAUTIONS Need to Evaluate for Co-morbid Diagnoses: Reevaluate if insomnia persists after 7 to 10 days of use. (5.1) Abnormal thinking, behavioral",7 DRUG INTERACTIONS,7 DRUG INTERACTIONS MAO inhibitors: Doxepin should not be administered in patients on MAOIs within the past two weeks. (4.2) Cimetidine: Increases exposure to doxepin.,354db6906b3f496c9058b2b9d7b083e50ce30adb0042bd822970b9fa4c4372d9,official_claim_anchors_extracted,pending_formal_review,false
Droperidol,DailyMed/FDA,official_label_located_pending_formal_review,"DROPERIDOL INJECTION, SOLUTION [AMERICAN REGENT, INC.]",8,"Mar 21, 2023",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=147e033d-d997-4ef6-8bb5-a9ba372590b2,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/147e033d-d997-4ef6-8bb5-a9ba372590b2.xml,INDICATIONS AND USAGE,Droperidol Injection is indicated to reduce the incidence of nausea and vomiting associated with surgical and diagnostic procedures.,DOSAGE AND ADMINISTRATION,"Adult Dosage: The maximum recommended initial dose of droperidol is 2.5 mg IM or slow IV. | Additional 1.25 mg doses of droperidol may be administered to achieve the desired effect. | Children’s Dosage: For children two to 12 years of age, the maximum recommended initial dose is 0.1 mg/kg, taking into account the patient's age and",,,,,Drug Interactions,Drug Interactions Potentially Arrhythmogenic Agents: Any drug known to have the potential to prolong the QT interval should not be used together with droperidol. Possible,18ebb8f44c34a1a4c0f4d15221674b09ddbac8c3ea4e10da7933e2b1c19a9388,official_claim_anchors_extracted,pending_formal_review,false
Duloxetina,DailyMed/FDA,official_label_located_pending_formal_review,"DULOXETINE CAPSULE, DELAYED RELEASE [GOLDEN STATE MEDICAL SUPPLY, INC.]",1,"Jul 15, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=569582d5-cb6d-735e-e063-6394a90abfb6,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/569582d5-cb6d-735e-e063-6394a90abfb6.xml,1 INDICATIONS AND USAGE,1 INDICATIONS AND USAGE Duloxetine delayed-release capsule is a serotonin and norepinephrine reuptake inhibitor (SNRI) indicated for the treatment of the following conditions: Major depressive,2 DOSAGE AND ADMINISTRATION DOSAGE AND ADMINISTRATION,"2 DOSAGE AND ADMINISTRATION DOSAGE AND ADMINISTRATION • Take duloxetine delayed-release capsules once daily, with or without food. | ( 2.1) Indication Starting Dose Target Dose Maximum Dose MDD ( 2.2) 40 mg/day to 60 mg/day Acute Treatment: 40 mg/day (20 mg twice daily) | Maintenance Treatment: 60 mg/day 120 mg/day GAD ( 2.3) Adults Geriatric Pediatrics (7 to 17 years of age) 60 mg/day 30 mg/day 30 mg/day 60",12.1 Mechanism of Action,"Although the exact mechanisms of the antidepressant, central pain inhibitory and anxiolytic actions of duloxetine in humans are unknown, these actions are believed to be",5 WARNINGS AND PRECAUTIONS,"5 WARNINGS AND PRECAUTIONS Hepatotoxicity:Hepatic failure, sometimes fatal, has been reported. Discontinue duloxetine in patients who develop jaundice or other evidence of clinically significant liver",7 DRUG INTERACTIONS,7 DRUG INTERACTIONS Potent inhibitors of CYP1A2 should be avoided ( 7.1) Potent inhibitors of CYP2D6 may increase duloxetine concentrations ( 7.2) Duloxetine is a,957fd628575e0698404bba1b11e895b566f0e2bfdf99ba6516644eff6da1cd19,official_claim_anchors_extracted,pending_formal_review,false
Escitalopram,DailyMed/FDA,official_label_located_pending_formal_review,"ESCITALOPRAM TABLET, FILM COATED [ST. MARY'S MEDICAL PARK PHARMACY]",4,"Jul 01, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1b2ec266-be5b-9265-e063-6294a90a10e3,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/1b2ec266-be5b-9265-e063-6294a90a10e3.xml,1 INDICATIONS AND USAGE,Escitalopram tablets are indicated for the treatment of: major depressive disorder (MDD) in adults and pediatric patients 12 years of age and older. generalized anxiety,2 DOSAGE AND ADMINISTRATION,"2 DOSAGE AND ADMINISTRATION Indication and Population Recommended Dose MDD in Adolescents ( 2.1) Initial: 10 mg once daily Recommended: 10 mg once daily Maximum: | A fixed-dose trial of escitalopram tablets demonstrated the effectiveness of both 10 mg and 20 mg of escitalopram tablets, but failed to demonstrate a greater | Depending on clinical response and tolerability, dosage may be increased to the maximum recommended dosage of 20 mg once daily at an interval of no",12.1 Mechanism of Action,"The mechanism of antidepressant action of escitalopram, the S-enantiomer of racemic citalopram, is presumed to be linked to potentiation of serotonergic activity in the central",5 WARNINGS AND PRECAUTIONS,"5 WARNINGS AND PRECAUTIONS Serotonin Syndrome: Increased risk when co-administered with other serotonergic agents (e.g., SSRI, SNRI, triptans), but also when taken alone. If it",7 DRUG INTERACTIONS,Table 6 presents clinically important drug interactions with Escitalopram tablets. TABLE 6 Clinically Important Drug Interactions with Escitalopram tablets Monoamine Oxidase Inhibitors (MAOIs) Clinical Impact:,5a274d45cc819a4e9e9351845397441c8efe89e34dc1c6129fa957def2fff17c,official_claim_anchors_extracted,pending_formal_review,false
Eszopiclona,DailyMed/FDA,official_label_located_pending_formal_review,"ESZOPICLONE TABLET, FILM COATED [ST MARY'S MEDICAL PARK PHARMACY]",2,"Jun 22, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c4ff1d6a-918e-c046-e053-2a95a90a9c9b,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/c4ff1d6a-918e-c046-e053-2a95a90a9c9b.xml,1 INDICATIONS AND USAGE,"Eszopiclone tablets are indicated for the treatment of insomnia. In controlled outpatient and sleep laboratory studies, eszopiclone tablets administered at bedtime decreased sleep latency and",2 DOSAGE AND ADMINISTRATION,,12.1 Mechanism of action,"The mechanism of action of eszopiclone as a hypnotic is unclear; however, its effect could be related to its interaction with GABA-receptor complexes at binding",5 WARNINGS AND PRECAUTIONS,"5 WARNINGS AND PRECAUTIONS CNS Depressant Effects:Impaired alertness and motor coordination, including risk of morning impairment. Risk increases with dose and use with other CNS",7 DRUG INTERACTIONS,7 DRUG INTERACTIONS CNS Depressants:Additive CNS-depressant effects with combination use. Use with ethanol causes additive psychomotor impairment ( 7.1) Rifampicin:Combination use may decrease exposure and,bb756159ec2b8bc4342b83f0fa58af0439f573ef60052b35fa1a76c43aa79b45,official_claim_anchors_extracted,pending_formal_review,false
Fenitoina,DailyMed/FDA,official_label_located_pending_formal_review,EXTENDED PHENYTOIN SODIUM (PHENYTOIN SODIUM) CAPSULE [AMNEAL PHARMACEUTICALS LLC],29,"Jun 03, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7e467c02-49a0-4b62-b537-430fdfa4f10e,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/7e467c02-49a0-4b62-b537-430fdfa4f10e.xml,1 INDICATIONS AND USAGE,Extended phenytoin sodium capsules are indicated for the treatment of tonic-clonic (grand mal) and psychomotor (temporal lobe) seizures and prevention and treatment of seizures occurring,2 DOSAGE AND ADMINISTRATION,"2 DOSAGE AND ADMINISTRATION Adult starting dose in patients who have received no previous treatment is one 100 mg extended phenytoin sodium capsule three times | (2.1) Adult once-a-day dose: If seizure control is established with divided doses of three 100 mg extended phenytoin sodium capsules daily, once-a-day dosage with 300 | (2.1) Pediatric starting dose is 5 mg/kg/day in two to three equally divided doses, with dosage adjustments as necessary, up to a maximum of 300",12.1 Mechanism of Action,The precise mechanism by which phenytoin exerts its therapeutic effect has not been established but is thought to involve the voltage-dependent blockade of membrane sodium,5 WARNINGS AND PRECAUTIONS,,7 DRUG INTERACTIONS,Phenytoin is extensively bound to plasma proteins and is prone to competitive displacement. Phenytoin is primarily metabolized by the hepatic cytochrome P450 enzyme CYP2C9 and,d35fd8b33ff6143f47375ffae46a53a9fd7c5d8643a2d653c21856aaaf992cb8,official_claim_anchors_extracted,pending_formal_review,false
Fenobarbital,DailyMed/FDA,official_label_located_pending_formal_review,"PHENOBARBITAL TABLET [SUN PHARMACEUTICAL INDUSTRIES, INC.]",2,"Jul 15, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fa09b4f2-edb0-4594-a2d2-b16f7b9686b4,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/fa09b4f2-edb0-4594-a2d2-b16f7b9686b4.xml,INDICATIONS AND USAGE,Sedative Anticonvulsant – For the treatment of generalized and partial seizures.,DOSAGE AND ADMINISTRATION,,,,,,Drug Interactions,"Most reports of clinically significant drug interactions occurring with the barbiturates have involved phenobarbital. However, the application of these data to other barbiturates appears valid",c7053c50b124cdaf3fa110b1e07ba890d0df23fd28a23801d12129f8315cd155,official_claim_anchors_extracted,pending_formal_review,false
Fluoxetina,DailyMed/FDA,official_label_located_pending_formal_review,"FLUOXETINE HYDROCHLORIDE (FLUOXETINE HYDROCHLORIDE) TABLET, FILM COATED [SUN PHARMACEUTICAL INDUSTRIES, INC.]",6,"Jul 16, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=77b6ae48-8e3a-42e6-9b5a-aeed750861e8,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/77b6ae48-8e3a-42e6-9b5a-aeed750861e8.xml,1 INDICATIONS AND USAGE,"Fluoxetine tablets are indicated for the treatment of: Major Depressive Disorder (MDD). The efficacy of fluoxetine in MDD was established in one 5-week trial, three",2 DOSAGE AND ADMINISTRATION,This product is only available in a 60 mg dosage form. | A 30 mg dose may be achieved with one-half of the scored tablet.,12.1 Mechanism of Action,"Although the exact mechanism of fluoxetine is unknown, it is presumed to be linked to its inhibition of CNS neuronal uptake of serotonin.",5 WARNINGS AND PRECAUTIONS,"5 WARNINGS AND PRECAUTIONS Suicidal Thoughts and Behaviors in Children, Adolescents, and Young Adults:Monitor for clinical worsening and suicidal thinking and behavior ( 5.1) Serotonin",7 DRUG INTERACTIONS,"As with all drugs, the potential for interaction by a variety of mechanisms (e.g., pharmacodynamic, pharmacokinetic drug inhibition or enhancement, etc.) is a possibility.",ddb2e25ef5411d0baf28f531db233f84872c86f48d1d5183ae7953a936f24db9,official_claim_anchors_extracted,pending_formal_review,false
Fluvoxamina,DailyMed/FDA,official_label_located_pending_formal_review,FLUVOXAMINE MALEATE TABLET [AMERICAN HEALTH PACKAGING],4,"Jun 22, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0b107225-ed5a-4461-9184-f3f2bad1892f,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/0b107225-ed5a-4461-9184-f3f2bad1892f.xml,1 INDICATIONS AND USAGE,Obsessive-Compulsive Disorder,2 DOSAGE AND ADMINISTRATION,"2 DOSAGE AND ADMINISTRATION Adults: Recommended starting dose is 50 mg at bedtime, with increases of 50 mg every 4 to 7 days as tolerated | Daily doses over 100 mg should be divided (2.1). | Children and adolescents (8 to 17 years): Recommended starting dose is 25 mg at bedtime, with increases of 25 mg every 4 to 7 days",12.1 Mechanism of Action,The mechanism of action of fluvoxamine maleate in obsessive compulsive disorder is presumed to be linked to its specific serotonin reuptake inhibition in brain neurons.,5 WARNINGS AND PRECAUTIONS,,7 DRUG INTERACTIONS,,158645ad791d5e4932d84439c9f3cc82ba9d24d6712a76d741892aee82804048,official_claim_anchors_extracted,pending_formal_review,false
Galantamina,DailyMed/FDA,official_label_located_pending_formal_review,"GALANTAMINE TABLET, FILM COATED [GOLDEN STATE MEDICAL SUPPLY, INC.]",6,"Jun 30, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=18fd8860-d9ab-1b17-e063-6294a90aad9a,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/18fd8860-d9ab-1b17-e063-6294a90aad9a.xml,1 INDICATIONS AND USAGE,Galantamine tablets are indicated for the treatment of mild to moderate dementia of the Alzheimer’s type.,2 DOSAGE AND ADMINISTRATION,"2 DOSAGE AND ADMINISTRATION Galantamine tablets: Recommended starting dosage is 4 mg twice daily; | increase to initial maintenance dosage of 8 mg twice daily after a minimum of 4 weeks. | Based on clinical benefit and tolerability, dosage may be increased to 12 mg twice daily after a minimum of 4 weeks at 8 mg twice",12.1 Mechanism of Action,"Although the etiology of cognitive impairment in Alzheimer's disease (AD) is not fully understood, it has been reported that acetylcholine-producing neurons degenerate in the brains",5 WARNINGS AND PRECAUTIONS,5 WARNINGS AND PRECAUTIONS Serious skin reactions: discontinue at first appearance of skin rash ( 5.1) All patients should be considered at risk for adverse,7 DRUG INTERACTIONS,"7 DRUG INTERACTIONS Potential to interfere with the activity of anticholinergic medications ( 7.1) Synergistic effect expected when given concurrently with succinylcholine, other cholinesterase inhibitors,",a0bd80a18a0e3e7786592bcae34328a2a5897df223f559a9a9a5b5a5d7826bdd,official_claim_anchors_extracted,pending_formal_review,false
Guanfacina XR,DailyMed/FDA,official_label_located_pending_formal_review,"GUANFACINE TABLET, EXTENDED RELEASE [ST. MARY'S MEDICAL PARK PHARMACY]",2,"Jun 26, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35d3c996-1755-c017-e063-6294a90abc1f,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/35d3c996-1755-c017-e063-6294a90abc1f.xml,1 INDICATIONS AND USAGE,Guanfacine extended-release tablets are indicated for the treatment of Attention Deficit Hyperactivity Disorder (ADHD) as monotherapy and as adjunctive therapy to stimulant medications [see Clinical,2 DOSAGE AND ADMINISTRATION,"2 DOSAGE AND ADMINISTRATION • Recommended dose: 1 mg to 7 mg (0.05 to 0.12 mg/kg target weight based dose range) once daily in the | • Begin at a dose of 1 mg once daily and adjust in increments of no more than 1 mg/week (2.2). | • Do not substitute for immediate-release guanfacine tablets on a mg-per-mg basis, because of differing pharmacokinetic profiles (2.3).",12.1 Mechanism of Action,Guanfacine is a central alpha 2A-adrenergic receptor agonist. Guanfacine is not a central nervous system (CNS) stimulant. The mechanism of action of guanfacine in ADHD,5 WARNINGS AND PRECAUTIONS,"5 WARNINGS AND PRECAUTIONS • Hypotension, bradycardia, syncope: Titrate slowly and monitor vital signs frequently in patients at risk for hypotension, heart block, bradycardia, syncope,",7 DRUG INTERACTIONS,Table 14 contains clinically important drug interactions with guanfacine [see Clinical Pharmacology (12.3)]. Table 14: Clinically Important Drug Interactions: Effect of other Drugs on Guanfacine,7862e195d05389538ff21dd253f81c5590af3bfda0daa7c7c59fcdedbacc2540,official_claim_anchors_extracted,pending_formal_review,false
Haloperidol,DailyMed/FDA,official_label_located_pending_formal_review,"HALOPERIDOL (HALOPERIDOL LACTATE) INJECTION, SOLUTION [CARDINAL HEALTH 107, LLC]",14,"Jul 01, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e2eed126-cb82-42b1-9b48-9cbeb6873b50,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/e2eed126-cb82-42b1-9b48-9cbeb6873b50.xml,INDICATIONS AND USAGE,Haloperidol injection is indicated for the treatment of patients with schizophrenia.,DOSAGE AND ADMINISTRATION,"Parenteral medication, administered intramuscularly in doses of 2 to 5 mg, is utilized for prompt control of the acutely agitated schizophrenic patient with moderately severe | The maximum dose is 20 mg/day.",,,,,Drug Interactions,Drug-drug interactions can be pharmacodynamic (combined pharmacologic effects) or pharmacokinetic (alteration of plasma levels). The risks of using haloperidol in combination with other drugs have,1d43a3e0364ea037d2b44a55ec565ed0090fa504d11f63114aff7bcd355517ea,official_claim_anchors_extracted,pending_formal_review,false
