medication_id,medication_name,drug_class,backlog_rows,known_fields,pending_fields,not_registered_fields,source_reference,source_status,next_research_need
bromazepam,Bromazepam,Benzodiazepinico,1,drug_class | dose_band | pharmacological_target | receptor_or_mechanism | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,Bula profissional Anvisa/SmPC bromazepam; BNF; Stahl; Goodman & Gilman; DM:PENDENTE_PESQUISAR,source_reference_mapped_pending_formal_review,"validar fonte, secao, trecho e revisao medica final antes de promover para validated_for_table"
clobazam,Clobazam,Benzodiazepinico anticonvulsivante,1,drug_class | dose_band | pharmacological_target | receptor_or_mechanism | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,FDA/Onfi; UK/European SmPC; bula Anvisa quando disponivel; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6783eaa8-e236-4957-aaa9-b42bf8e709a7,official_label_located_pending_formal_review,"extrair secao, trecho e campo especifico da fonte oficial antes de promover para validated_for_table"
clonazepam,Clonazepam,Benzodiazepinico,1,drug_class | dose_band | pharmacological_target | receptor_or_mechanism | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,FDA/Klonopin; bula Anvisa/Rivotril; Stahl; Goodman & Gilman; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=30d674f9-f1b3-4c2d-a8e9-3bc8e476f1ec,official_label_located_pending_formal_review,"extrair secao, trecho e campo especifico da fonte oficial antes de promover para validated_for_table"
diazepam,Diazepam,Benzodiazepinico,1,drug_class | dose_band | pharmacological_target | receptor_or_mechanism | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,FDA/Valium; bula Anvisa; ASAM Alcohol Withdrawal Guideline; Stahl; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f466f8a3-f31c-44f4-b0e8-444464f20f66,official_label_located_pending_formal_review,"extrair secao, trecho e campo especifico da fonte oficial antes de promover para validated_for_table"
lorazepam,Lorazepam,Benzodiazepinico,1,drug_class | dose_band | pharmacological_target | receptor_or_mechanism | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,FDA/Ativan; bula Anvisa; British Association for Psychopharmacology catatonia; ASAM; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=569e8a5a-ddf7-ebbc-e063-6294a90ab7a4,official_label_located_pending_formal_review,"extrair secao, trecho e campo especifico da fonte oficial antes de promover para validated_for_table"
midazolam,Midazolam,Benzodiazepinico de urgencia/sedacao,1,drug_class | dose_band | pharmacological_target | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | receptor_or_mechanism | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,FDA/Versed; bula Anvisa; protocolos de emergencia; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=54ed43b2-bad1-4b45-e063-6294a90a793a,official_label_located_pending_formal_review,"extrair secao, trecho e campo especifico da fonte oficial antes de promover para validated_for_table"
oxazepam,Oxazepam,Benzodiazepinico,1,drug_class | dose_band | pharmacological_target | receptor_or_mechanism | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,FDA/Serax ou DailyMed oxazepam; ASAM; Goodman & Gilman; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a0d5a4c1-ec79-42e6-8e8f-ae4d144edb43,official_label_located_pending_formal_review,"extrair secao, trecho e campo especifico da fonte oficial antes de promover para validated_for_table"
temazepam,Temazepam,Benzodiazepinico hipnotico,1,drug_class | dose_band | pharmacological_target | receptor_or_mechanism | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,FDA/Restoril; bula/SmPC; diretrizes de insonia; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bc56f7fd-1aaf-48ff-8aa7-d467e59e1015,official_label_located_pending_formal_review,"extrair secao, trecho e campo especifico da fonte oficial antes de promover para validated_for_table"
zolpidem,Zolpidem,Hipnotico Z,1,drug_class | dose_band | pharmacological_target | receptor_or_mechanism | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,FDA/Ambien e Ambien CR; Anvisa; diretrizes de insonia; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9025a6f7-5501-4aba-875e-222ef39848c0,official_label_located_pending_formal_review,"extrair secao, trecho e campo especifico da fonte oficial antes de promover para validated_for_table"
zopiclona,Zopiclona,Hipnotico Z,1,drug_class | dose_band | pharmacological_target | receptor_or_mechanism | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,UK/European SmPC zopiclona; BNF; bula local quando disponivel; DM:PENDENTE_PESQUISAR,source_reference_mapped_pending_formal_review,"validar fonte, secao, trecho e revisao medica final antes de promover para validated_for_table"
eszopiclona,Eszopiclona,Hipnotico Z,1,drug_class | dose_band | pharmacological_target | receptor_or_mechanism | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,FDA/Lunesta; diretrizes de insonia; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c4ff1d6a-918e-c046-e053-2a95a90a9c9b,official_label_located_pending_formal_review,"extrair secao, trecho e campo especifico da fonte oficial antes de promover para validated_for_table"
buspirona,Buspirona,Ansiolitico nao benzodiazepinico,1,drug_class | dose_band | pharmacological_target | receptor_or_mechanism | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,FDA/DailyMed buspirona; Stahl; Goodman & Gilman; diretrizes de ansiedade; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f101c5f3-d533-474d-a8bf-90d054933d16,official_label_located_pending_formal_review,"extrair secao, trecho e campo especifico da fonte oficial antes de promover para validated_for_table"
metilfenidato_ir,Metilfenidato IR,Estimulante TDAH,1,drug_class | dose_band | pharmacological_target | receptor_or_mechanism | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,FDA/Ritalin; Anvisa; NICE ADHD; AAP; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=defc1205-8e90-4b1e-b862-05e4c35c7364,official_label_located_pending_formal_review,"extrair secao, trecho e campo especifico da fonte oficial antes de promover para validated_for_table"
metilfenidato_lp,Metilfenidato LP,Estimulante TDAH,1,drug_class | dose_band | pharmacological_target | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | receptor_or_mechanism | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,FDA/Concerta e rotulo especifico; Anvisa; NICE ADHD; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=defc1205-8e90-4b1e-b862-05e4c35c7364,official_label_located_pending_formal_review,"extrair secao, trecho e campo especifico da fonte oficial antes de promover para validated_for_table"
lisdexanfetamina,Lisdexanfetamina,Estimulante TDAH,1,drug_class | dose_band | pharmacological_target | receptor_or_mechanism | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,FDA/Vyvanse; Anvisa; NICE ADHD; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c56b4712-2fb8-4c7a-bfbd-0401d9f5f92a,official_label_located_pending_formal_review,"extrair secao, trecho e campo especifico da fonte oficial antes de promover para validated_for_table"
atomoxetina,Atomoxetina,Nao estimulante TDAH,1,drug_class | dose_band | pharmacological_target | receptor_or_mechanism | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,FDA/Strattera; Anvisa; NICE ADHD; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=309de576-c318-404a-bc15-660c2b1876fb,official_label_located_pending_formal_review,"extrair secao, trecho e campo especifico da fonte oficial antes de promover para validated_for_table"
guanfacina_xr,Guanfacina XR,Agonista alfa-2A TDAH,1,drug_class | dose_band | pharmacological_target | receptor_or_mechanism | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,FDA/Intuniv; NICE ADHD; bula especifica; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35d3c996-1755-c017-e063-6294a90abc1f,official_label_located_pending_formal_review,"extrair secao, trecho e campo especifico da fonte oficial antes de promover para validated_for_table"
clonidina,Clonidina,Agonista alfa-2 TDAH/autonomico,1,drug_class | dose_band | pharmacological_target | receptor_or_mechanism | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,FDA/Kapvay ou Onyda XR; NICE ADHD; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=32d72d7b-5881-f431-e063-6394a90a3547,official_label_located_pending_formal_review,"extrair secao, trecho e campo especifico da fonte oficial antes de promover para validated_for_table"
paliperidona,Paliperidona,Antipsicotico atipico,1,drug_class | dose_band | pharmacological_target | receptor_or_mechanism | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,FDA/Invega e Invega Sustenna/Trinza/Hafyera; Anvisa; APA/NICE psicose; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=71985eb4-07df-41c9-8b9a-85f39e92b7d0,official_label_located_pending_formal_review,"extrair secao, trecho e campo especifico da fonte oficial antes de promover para validated_for_table"
ziprasidona,Ziprasidona,Antipsicotico atipico,1,drug_class | dose_band | pharmacological_target | receptor_or_mechanism | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,FDA/Geodon; Anvisa; CANMAT/ISBD; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b1f52226-4fb4-48bf-8bfd-0c9df6ca02fa,official_label_located_pending_formal_review,"extrair secao, trecho e campo especifico da fonte oficial antes de promover para validated_for_table"
amissulprida,Amissulprida,Antipsicotico D2/D3,1,drug_class | dose_band | pharmacological_target | receptor_or_mechanism | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,European/UK SmPC; Anvisa; Maudsley; Stahl; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ab23bc6e-b6a8-165f-e053-2a95a90ab144,official_label_located_pending_formal_review,"extrair secao, trecho e campo especifico da fonte oficial antes de promover para validated_for_table"
sulpirida,Sulpirida,Antipsicotico D2/D3,1,drug_class | dose_band | pharmacological_target | receptor_or_mechanism | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,European/UK SmPC; Anvisa; BNF; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=50a8c251-35ab-41f5-b7b7-3a4dd2222906,official_label_located_pending_formal_review,"extrair secao, trecho e campo especifico da fonte oficial antes de promover para validated_for_table"
asenapina,Asenapina,Antipsicotico atipico,1,drug_class | dose_band | pharmacological_target | receptor_or_mechanism | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,FDA/Saphris; EMA/Sycrest; CANMAT/ISBD; Stahl; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5429f134-839f-4ffc-9944-55f51238def8,official_label_located_pending_formal_review,"extrair secao, trecho e campo especifico da fonte oficial antes de promover para validated_for_table"
cariprazina,Cariprazina,Antipsicotico atipico parcial D3/D2,1,drug_class | dose_band | pharmacological_target | receptor_or_mechanism | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,FDA/Vraylar; Anvisa quando aplicavel; CANMAT/ISBD; Stahl; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4b5f7c65-aa2d-452a-b3db-bc85c06ff12f,official_label_located_pending_formal_review,"extrair secao, trecho e campo especifico da fonte oficial antes de promover para validated_for_table"
brexpiprazol,Brexpiprazol,Antipsicotico atipico parcial D2/5HT1A,1,drug_class | dose_band | pharmacological_target | receptor_or_mechanism | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,FDA/Rexulti; Stahl; APA; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2d301358-6291-4ec1-bd87-37b4ad9bd850,official_label_located_pending_formal_review,"extrair secao, trecho e campo especifico da fonte oficial antes de promover para validated_for_table"
acamprosato,Acamprosato,Dependencia quimica,1,drug_class | dose_band | pharmacological_target | receptor_or_mechanism | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,FDA/Campral; NICE alcool; APA Alcohol Use Disorder; Anvisa; DM:PENDENTE_PESQUISAR; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f2bf6742-4b85-45e2-8daa-0f9bfc75a128,official_label_located_pending_formal_review,"extrair secao, trecho e campo especifico da fonte oficial antes de promover para validated_for_table"
dissulfiram,Dissulfiram,Dependencia quimica,1,drug_class | dose_band | pharmacological_target | receptor_or_mechanism | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,FDA/Antabuse; NICE alcool; APA; Anvisa; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d3832a1a-a140-49c1-a7df-134fa81341e3,official_label_located_pending_formal_review,"extrair secao, trecho e campo especifico da fonte oficial antes de promover para validated_for_table"
naloxona,Naloxona,Antagonista opioide emergencia,1,drug_class | dose_band | pharmacological_target | receptor_or_mechanism | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,FDA/Narcan e formulacoes injetaveis; WHO overdose; protocolos de emergencia; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2e807ed0-6df3-47b5-b7ee-b421c5bf0aa7,official_label_located_pending_formal_review,"extrair secao, trecho e campo especifico da fonte oficial antes de promover para validated_for_table"
buprenorfina,Buprenorfina,Agonista parcial opioide,1,drug_class | dose_band | pharmacological_target | receptor_or_mechanism | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,"FDA/Subutex, Suboxone, Sublocade, Brixadi; SAMHSA/ASAM; Anvisa; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2e807ed0-6df3-47b5-b7ee-b421c5bf0aa7",official_label_located_pending_formal_review,"extrair secao, trecho e campo especifico da fonte oficial antes de promover para validated_for_table"
metadona,Metadona,Agonista opioide,1,drug_class | dose_band | pharmacological_target | receptor_or_mechanism | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,FDA/Dolophine ou Methadose; SAMHSA/ASAM; WHO; Anvisa; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=13541167-95f4-4cb9-9d7d-3c1aced5c5f6,official_label_located_pending_formal_review,"extrair secao, trecho e campo especifico da fonte oficial antes de promover para validated_for_table"
donepezila,Donepezila,Inibidor acetilcolinesterase,1,drug_class | dose_band | pharmacological_target | receptor_or_mechanism | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,FDA/Aricept; NICE demencia; Anvisa; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=98e451e1-e4d7-4439-a675-c5457ba20975,official_label_located_pending_formal_review,"extrair secao, trecho e campo especifico da fonte oficial antes de promover para validated_for_table"
rivastigmina,Rivastigmina,Inibidor acetilcolinesterase,1,drug_class | dose_band | pharmacological_target | receptor_or_mechanism | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,FDA/Exelon; NICE demencia; Anvisa; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=52781229-ee82-43f9-a113-4419a611978d,official_label_located_pending_formal_review,"extrair secao, trecho e campo especifico da fonte oficial antes de promover para validated_for_table"
galantamina,Galantamina,Inibidor acetilcolinesterase,1,drug_class | dose_band | pharmacological_target | receptor_or_mechanism | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,FDA/Razadyne; NICE demencia; Anvisa; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=18fd8860-d9ab-1b17-e063-6294a90aad9a,official_label_located_pending_formal_review,"extrair secao, trecho e campo especifico da fonte oficial antes de promover para validated_for_table"
memantina,Memantina,Antagonista NMDA,1,drug_class | dose_band | pharmacological_target | receptor_or_mechanism | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,FDA/Namenda; NICE demencia; Anvisa; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=becb09dc-174d-4817-88d4-f38c8adcd309,official_label_located_pending_formal_review,"extrair secao, trecho e campo especifico da fonte oficial antes de promover para validated_for_table"
prometazina,Prometazina,Antihistaminico sedativo,1,drug_class | dose_band | pharmacological_target | receptor_or_mechanism | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,FDA/Phenergan; Anvisa; protocolos de agitacao; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3983d6d3-8bf4-4a88-962f-9bf72fd6e685,official_label_located_pending_formal_review,"extrair secao, trecho e campo especifico da fonte oficial antes de promover para validated_for_table"
droperidol,Droperidol,Antipsicotico de urgencia/antiemetico,1,drug_class | dose_band | pharmacological_target | receptor_or_mechanism | anxiety_score | sleep_score | mood_score | energy_score | source_reference,dominant_effect | cognition_score | sedation_risk | weight_gain_risk | extrapyramidal_risk,,FDA/Inapsine; protocolos de emergencia/agita??o; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=147e033d-d997-4ef6-8bb5-a9ba372590b2,official_label_located_pending_formal_review,"extrair secao, trecho e campo especifico da fonte oficial antes de promover para validated_for_table"
